Student_ID,Student_Name,Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Gender,Age
STU3357,Anika Kumar,7.3,61.4,33,40.7,D,F,18
STU3358,Aadhya Kapoor,4.4,99.9,30.8,40.1,D,F,25
STU3359,Reyansh Sharma,8.4,94.9,53.2,89.6,A,Male,17
STU3360,Ritika Gupta,6.9,71.9,50.9,99.8,A,female,22
STU3361,Nikhil Iyer,8.2,70.3,48.5,83.6,B,M,25
STU3362,Myra Jain,3.4,75.3,26.6,40.9,D,F,17
STU3363,Ira Kapoor,7.2,74.2,37.9,53.6,D,F,20
STU3364,Surya Malhotra,3.4,74.9,43.8,98.3,A,M,20
STU3365,Myra Patel,9.5,72.7,52.8,88.5,A,female,25
STU3366,Dev Iyer,6.7,84.8,44.1,74,B,M,21
STU3367,Vivaan Saxena,3.9,66.6,30.7,54.2,D,M,21
STU3368,Navya Mehta,3.4,93.8,28.4,40.9,D,F,22
STU3369,Vihaan Sharma,2.7,92.5,27,41.3,D,Male,17
STU3370,Rahul Joshi,7.3,79.1,45.5,76.7,B,Male,17
STU3371,Surya Agarwal,3,94.1,27.8,41.3,D,Male,25
STU3372,Vivaan Agarwal,6.4,69.9,49.7,99.6,A,Male,19
STU3373,Surya Agarwal,3.4,60.7,28.2,51,D,Male,20
STU3374,Priya Khanna,7,84.8,47.3,82.6,B,F,17
STU3375,Yash Joshi,8.3,78.3,39.2,49.3,D,Male,25
STU3376,Arjun Das,8,82.7,46,72.4,B,M,24
STU3377,Ayushi Jain,7.8,96,38.6,44.8,D,F,18
STU3378,Sai Khanna,2.7,98.8,41.1,86,A,M,24
STU3379,Aryan Saxena,1.8,85.4,34.7,75.1,B,Male,23
STU3380,Diya Verma,7.3,90.6,37.2,45.2,D,female,-24
STU3381,Karthik Patel,,63.4,42.2,90.9,A,Male,17
STU3382,Kavya Gupta,4.9,66.4,38.3,72.8,B,F,23
STU3383,Arjun Joshi,1.3,89.3,40.1,95.3,A,M,23
STU3384,Tanvi Das,3.3,77.3,42.8,95,A,female,-18
STU3385,Nisha Kumar,1.3,77.8,38.9,95.2,A,female,17
STU3386,Saanvi Verma,8.9,72.3,38.4,44.7,D,female,18
STU3387,Yash Bansal,3.2,84.3,29,47.3,D,M,25
STU3388,Shruti Bansal,6,67.4,48.5,99.3,A,F,-4
STU3389,Priya Chopra,1.4,85.1,32.1,69.3,C,female,22
STU3390,Ishaan Agarwal,7,67,37,54.3,D,M,22
STU3391,Ishaan Gupta,3.9,62.6,39.9,86.2,A,M,20
STU3392,Shaurya Kumar,9.1,73.2,42.3,55.9,C,Male,20
STU3393,Sai Reddy,9,69.2,50,83.6,B,M,21
STU3394,Meera Patel,3.9,95.6,44.4,90.2,A,F,-7
STU3395,Nisha Verma,9.1,62.2,50.6,87.1,A,F,17
STU3396,Ira Reddy,10,67.1,43.6,56.4,C,female,17
STU3397,Rahul Das,8.4,81.9,44.2,64.1,C,M,-17
STU3398,Sai Iyer,8.6,79.2,,64.8,C,M,17
STU3399,Arjun Nair,3.2,61.8,33.4,69.5,C,Male,17
STU3400,Sai Joshi,6.2,60.3,33.4,50,D,Male,-12
STU3401,Rohan Nair,1.6,99.5,33.3,67.1,C,M,-19
STU3402,Yash Gupta,1.9,86.4,33.6,70.6,B,M,20
STU3403,Harsh Sharma,10,74.6,49,71.9,B,M,18
STU3404,Yash Sharma,3.9,78.8,42.4,89.2,A,Male,17
STU3405,Surya Verma,7.7,70.7,43.8,71,B,Male,-19
STU3406,Priya Sharma,8.3,,40.1,53.8,D,F,20
STU3407,Ira Malhotra,8.7,86,49.9,79.8,B,female,19
STU3408,Kavya Saxena,10,95.3,55.9,87.8,A,female,24
STU3409,Shruti Reddy,3.2,67.4,30.9,59.2,C,female,17
STU3410,Kavya Joshi,1.4,93.6,35.8,78.7,B,female,18
STU3411,Rohan Gupta,4.7,64.9,30.5,48.8,D,Male,-11
STU3412,Harsh Kumar,2.2,68.6,29.4,60.5,C,Male,20
STU3413,Shaurya Chopra,1.2,61.5,36.9,94.6,A,M,-25
STU3414,Ananya Saxena,4.2,65.6,43.4,94.7,A,F,19
STU3415,Saanvi Khanna,8.1,96.7,48.2,74.5,B,F,22
STU3416,Ira Das,6.1,78.4,44.7,82.1,B,female,25
STU3417,Manav Nair,,63.1,41.3,91.2,A,,17
STU3418,Aarav Reddy,6.9,98.4,52.9,97.5,A,M,17
STU3419,Vivaan Patel,3.1,95.2,36.5,69.4,C,Male,24
STU3420,Dev Joshi,1.1,90.2,33.3,73.7,B,M,19
STU3421,Shruti Verma,7.9,97.3,45,64.9,C,F,21
STU3422,Tanvi Reddy,6.6,68.8,33.4,44.3,D,F,17
STU3423,Arjun Verma,7.9,93.5,44.8,65.4,C,M,21
STU3424,Manav Agarwal,1.4,87.6,37.8,87.4,A,Male,22
STU3425,Aadhya Iyer,8.5,94.8,53,88.3,A,F,24
STU3426,Karthik Chopra,6.6,91.9,50.4,93.5,A,Male,19
STU3427,Manav Malhotra,6.1,73.9,32.5,43.1,D,Male,19
STU3428,Sneha Saxena,6.6,91,43.8,71.6,B,F,25
STU3429,Nikhil Chopra,8.8,70.5,38.6,46.4,D,Male,20
STU3430,Ritika Gupta,6.3,73.1,35.5,52,D,female,20
STU3431,Ira Joshi,6.2,64.3,47,94,A,female,23
STU3432,Kavya Sharma,9.9,97.4,50.5,69.8,C,female,18
STU3433,Sai Sharma,7.8,71.6,48.4,85.5,A,M,24
STU3434,Ayushi Bansal,5,80.8,31.2,43.9,D,F,22
STU3435,Rohan Saxena,7.4,,41.9,65,C,,-11
STU3436,Yash Khanna,4.5,98.4,43,80.5,B,Male,25
STU3437,Diya Kumar,3.1,73.4,27.9,48,D,female,21
STU3438,Shaurya Das,6.4,91.1,39.8,59.5,C,Male,24
STU3439,Shruti Agarwal,9.4,94.2,41.4,43.9,D,F,23
STU3440,Ira Saxena,9.4,77.4,50.3,79.1,B,female,24
STU3441,Priya Sharma,4.1,75.1,45.2,98.3,A,F,23
STU3442,Navya Gupta,5.7,89.9,47.3,89.6,A,female,19
STU3443,Surya Patel,2.9,96.5,45,98.5,A,Male,18
STU3444,Aarav Nair,10,90.2,56.2,90.7,A,Male,23
STU3445,Surya Agarwal,9.8,69.1,53.9,91.3,A,M,19
STU3446,Karthik Bansal,6.8,95.5,45.5,74.6,B,M,19
STU3447,Rohan Nair,8.2,75.5,45.3,71.1,B,M,18
STU3448,Meera Gupta,7.4,83,42.4,64.4,C,female,20
STU3449,Myra Khanna,6.3,93.3,48.7,89.1,A,F,24
STU3450,Diya Das,1.5,67.5,25,50.9,D,female,17
STU3451,Rahul Kumar,5.1,91.4,32.4,43.4,D,Male,17
STU3452,Ritika Singh,7.1,83.8,51.6,96.9,A,F,21
STU3453,Aarav Reddy,7.1,95.7,35.8,40.2,D,Male,21
STU3454,Rohan Sharma,4.4,66.9,45.1,98.6,A,M,17
STU3455,Surya Sharma,9.5,76.8,51.8,83.7,B,Male,22
STU3456,Myra Bansal,2.5,93.3,32.2,59.7,C,female,17
STU3457,Krishna Verma,5.5,60.8,41.6,81.9,B,Male,21
STU3458,Reyansh Kapoor,7.2,64.5,47.6,89.1,A,Male,25
STU3459,Karthik Agarwal,,99.6,41,54.7,D,Male,21
STU3460,Sara Mehta,6.8,71.2,46.6,86.3,A,F,22
STU3461,Aryan Khanna,3.5,99,,,D,Male,24
STU3462,Vihaan Kapoor,2.4,67.3,28,55,C,Male,17
STU3463,Rohan Kumar,6.7,74.4,33.6,42.5,D,,18
STU3464,Aryan Singh,6.4,90.1,37.5,52.2,D,M,25
STU3465,Ayushi Sharma,2.6,86.3,29.4,52,D,female,-7
STU3466,Aarav Jain,7.3,83.2,36.1,43.9,D,M,-2
STU3467,Aryan Agarwal,5.1,81.2,43.4,83.6,B,Male,21
STU3468,Yash Singh,7,93.7,42.2,62.8,C,M,18
STU3469,Saanvi Chopra,8.5,69.4,51.9,93.1,A,F,23
STU3470,Kavya Singh,2.5,77.7,29.3,55.1,C,female,20
STU3471,Vihaan Chopra,1.2,66.2,29.2,67.2,C,M,17
STU3472,Myra Verma,8,83.8,47.9,78.3,B,female,20
STU3473,Pooja Gupta,6.5,70,47.8,92.6,A,female,22
STU3474,Sara Singh,7.3,73.4,43.4,71.5,B,female,-19
STU3475,Aadhya Agarwal,8.5,78.9,43.6,62.4,C,,23
STU3476,Shaurya Saxena,8.2,61.1,50.1,92,A,Male,23
STU3477,Pooja Bansal,9.6,63.7,43.2,58.6,C,F,19
STU3478,Sneha Reddy,5.8,87.4,33.8,44.8,D,female,22
STU3479,Aditya Malhotra,5.4,77.2,38.5,66.7,C,M,24
STU3480,Manav Reddy,4.6,94.6,44.8,87.1,A,M,20
STU3481,Sneha Kumar,2.4,87.8,26.1,41.8,D,F,24
STU3482,Vivaan Das,6.2,60.3,41,75.2,B,M,18
STU3483,Shruti Mehta,3.5,84.7,38.2,75.7,B,female,-23
STU3484,Aadhya Gupta,9.3,63.7,53.7,95.7,A,female,25
STU3485,Sai Khanna,,91.2,38.7,57.2,C,Male,24
STU3486,Diya Iyer,6.3,99.7,39.6,56.7,C,female,17
STU3487,Surya Joshi,4.2,81.2,36.4,66.4,C,M,18
STU3488,Sai Bansal,1.5,87.3,30.2,61.4,C,Male,22
STU3489,Dev Patel,1.3,69.5,34.8,84.2,B,M,21
STU3490,Ayushi Kumar,4.8,,40.9,78.5,B,F,25
STU3491,Sai Singh,1.8,94.2,38.7,85.5,A,Male,21
STU3492,Ira Sharma,6.5,66.7,46.4,89.2,A,female,18
STU3493,Ishaan Jain,8.9,70.6,53.5,95.4,A,Male,20
STU3494,Kavya Patel,8.9,77.8,45.4,65.9,C,female,25
STU3495,Anika Singh,6.9,88.5,52.4,99.1,A,female,17
STU3496,Dev Mehta,,75,29.2,52.9,D,M,17
STU3497,Anika Das,8.8,97.1,52.2,82.9,B,female,23
STU3498,Diya Mehta,9,63.8,46,72,B,female,19
STU3499,Ishita Malhotra,2.8,74.8,39.8,89,A,female,18
STU3500,Ishaan Chopra,7.6,88.4,44.6,68.6,C,M,25
STU3501,Anika Chopra,3.6,69,40.2,87,A,female,19
STU3502,Priya Iyer,8.2,86.3,53.8,95.8,A,F,-17
STU3503,Aryan Patel,10,66.6,51.8,83.9,B,M,24
STU3504,Ira Chopra,1.3,62.2,34.8,86.6,A,F,22
STU3505,Dev Mehta,9.1,64.8,37.9,44,D,Male,22
STU3506,Aarav Kapoor,6.6,97.2,38.6,52.3,D,M,23
STU3507,Tanvi Reddy,9.8,82.1,57.4,98.5,A,F,23
STU3508,Manav Kumar,5.2,91.9,44.1,81.6,B,M,22
STU3509,Sara Bansal,8.6,73.3,46.6,73.7,B,female,20
STU3510,Ishaan Saxena,1.6,83.7,30.2,,D,M,25
STU3511,Krishna Das,4,79.8,28.8,42.7,D,Male,22
STU3512,Nisha Singh,1.6,97.8,31.6,62.1,C,F,20
STU3513,Yash Chopra,9.8,89.9,49.6,69.9,C,M,19
STU3514,Saanvi Patel,8.4,89.2,41.5,52.7,D,female,20
STU3515,Kavya Reddy,8.7,61.9,38.7,50.4,D,F,19
STU3516,Pooja Khanna,9.4,82,48.2,70.5,B,F,18
STU3517,Ira Das,1.8,78.7,34,75.2,B,F,21
STU3518,Arjun Malhotra,4.5,97.1,35,54.4,D,Male,18
STU3519,Nisha Chopra,1.6,70.3,32.8,75.2,B,female,22
STU3520,Kavya Reddy,2.9,70.8,41.1,94,A,female,-1
STU3521,Ishita Kumar,3.1,76.5,34.4,68.4,C,F,22
STU3522,Harsh Malhotra,5.2,69.7,44.8,91.4,A,M,25
STU3523,Ayushi Reddy,3.4,65.2,42,95.6,A,F,17
STU3524,Tanvi Chopra,1.9,94.3,26.9,45.5,D,female,22
STU3525,Rohan Singh,2.5,82.3,26.9,45.7,D,Male,25
STU3526,Arjun Mehta,2.3,94.5,34.6,68.6,C,Male,20
STU3527,Sara Kumar,9.8,93.2,51.5,75.3,B,F,-16
STU3528,Vivaan Singh,7.8,71.3,42.4,,D,Male,20
STU3529,Aryan Singh,9.7,81.9,45.5,59.6,C,Male,17
STU3530,Shaurya Bansal,5,63.3,39.9,78.5,B,M,-11
STU3531,Reyansh Reddy,3.5,96.6,28.7,40.1,D,Male,25
STU3532,Manav Joshi,8.2,76.2,53.4,98.1,A,M,21
STU3533,Aadhya Bansal,3.9,75.7,31.5,53.9,D,F,22
STU3534,Shruti Bansal,3.7,72.1,43.1,95,A,female,19
STU3535,Pooja Malhotra,3.1,78.4,28,46.5,D,female,21
STU3536,Rohan Nair,2.2,70.1,27.7,54.3,D,M,24
STU3537,Sara Das,3.3,75,30.3,54.1,D,female,22
STU3538,Sara Sharma,4.2,92,47.5,99.8,A,F,20
STU3539,Anika Chopra,7.1,93.4,35.6,40.3,D,female,18
STU3540,Karthik Singh,1.6,72.2,33.9,78.4,B,Male,25
STU3541,Saanvi Nair,2.9,78.8,41.3,,D,F,17
STU3542,Sneha Chopra,8.3,95,50.2,80.3,B,F,-23
STU3543,Anika Saxena,2.3,62.1,29.4,61.8,C,female,20
STU3544,Ayushi Khanna,4.1,95.6,47,97.5,A,female,23
STU3545,Dev Das,8.8,68.8,52.6,93.6,A,M,17
STU3546,Manav Kapoor,2.4,87.1,33.3,66,C,Male,25
STU3547,Ishita Bansal,1.7,83.3,34,74.4,B,female,20
STU3548,Ananya Patel,5.4,82.1,48.4,98.1,A,female,19
STU3549,Vivaan Sharma,3.7,94.4,46.5,99,A,M,17
STU3550,Meera Verma,6.1,64.1,38.7,67,C,female,20
STU3551,Vihaan Patel,8.2,73.9,51,90.8,A,Male,-14
STU3552,Krishna Kapoor,2.2,81.5,30,58.1,C,Male,22
STU3553,Sara Malhotra,6.2,92.5,40.3,62.3,C,F,22
STU3554,Ananya Singh,5.5,68.7,32.8,49.9,D,F,17
STU3555,Karthik Iyer,2.3,92.1,29.6,52.6,D,Male,18
STU3556,Manav Saxena,6.6,76,44.6,79.4,B,M,22
STU3557,Navya Nair,3.5,67.6,34.9,70.6,B,F,18
STU3558,Krishna Chopra,5.4,90.4,36,53.9,D,Male,19
STU3559,Shaurya Kapoor,1.7,63.6,29,64.2,C,Male,20
STU3560,Ritika Agarwal,5.1,80.6,37,62.4,C,F,21
STU3561,Harsh Jain,3.8,62.6,43.6,99.2,A,Male,25
STU3562,Surya Reddy,8.4,74.3,51.6,91.2,A,Male,20
STU3563,Sai Reddy,1.5,84,30.4,63.3,C,Male,25
STU3564,Sai Khanna,4.8,,46.3,,D,Male,19
STU3565,Saanvi Saxena,5.1,76.2,36,60.6,C,F,24
STU3566,Surya Gupta,7.5,77.2,46.8,80.1,B,M,17
STU3567,Rohan Verma,6.2,69.1,48.7,98,A,Male,25
STU3568,Ira Bansal,7,78.2,40.8,63.4,C,female,25
STU3569,Vihaan Nair,8,98.1,50,80.8,B,M,18
STU3570,Navya Patel,8.8,94,44.3,57.8,C,female,20
STU3571,Tanvi Jain,3.8,65.8,31,56,C,female,-24
STU3572,Vihaan Kapoor,5.8,61.2,40,74.4,B,Male,23
STU3573,Ira Chopra,8.6,97.3,56.6,98.8,A,F,17
STU3574,Kavya Kumar,9.9,81.1,48.1,67.2,C,female,21
STU3575,Ishita Gupta,9,81.5,55,96.3,A,female,23
STU3576,Ritika Jain,4.3,91.2,46.2,94.9,A,female,20
STU3577,Sai Malhotra,2.8,72.6,29.4,55.2,C,Male,17
STU3578,Vivaan Verma,5.4,79.3,38,64.1,C,Male,25
STU3579,Ira Malhotra,7.7,98.7,48.8,78.6,B,F,21
STU3580,Aditya Gupta,5.4,86.9,40.8,71.1,B,Male,18
STU3581,Aarav Saxena,5.3,66.1,30.9,45.8,D,M,24
STU3582,Ira Chopra,8.5,65.3,53.4,99.6,A,F,18
STU3583,Rahul Mehta,4.3,68.2,41,85.2,A,Male,19
STU3584,Surya Das,8.7,90.7,46.4,66.3,C,Male,17
STU3585,Meera Patel,4.7,71.8,39.7,,D,female,18
STU3586,Sai Nair,4,60.9,27.7,,D,Male,23
STU3587,Sneha Chopra,5.1,97.8,,69.7,C,female,18
STU3588,Rahul Malhotra,7.9,66.8,51.2,95.8,A,Male,22
STU3589,Vivaan Chopra,2.1,60.4,38.4,,D,Male,19
STU3590,Rahul Nair,2.8,69.5,30.6,60.2,C,Male,20
STU3591,Surya Joshi,9.6,69.4,47.7,71.9,B,Male,24
STU3592,Aarav Malhotra,2.6,76.9,37.4,81.8,B,Male,19
STU3593,Pooja Chopra,6.1,96.8,40,60.4,C,F,22
STU3594,Rahul Gupta,,95.2,35.1,43.9,D,Male,17
STU3595,Rohan Sharma,5.4,78.3,39.7,70.3,B,Male,23
STU3596,Saanvi Malhotra,6.8,76.4,44.1,76.1,B,female,-22
STU3597,Surya Kumar,3.1,82.2,26.5,40.4,D,M,24
STU3598,Dev Chopra,6,69.7,32.7,45.7,D,M,-8
STU3599,Ananya Joshi,4.3,62.1,30.5,52.4,D,F,17
STU3600,Vihaan Chopra,7,97.6,42,,D,Male,25
STU3601,Sai Chopra,2.3,67.5,33.1,72.5,B,M,22
STU3602,Kavya Das,6.1,67.9,36.3,57.6,C,female,25
STU3603,Myra Jain,2.7,78.9,30.3,56.6,C,female,23
STU3604,Yash Joshi,3.5,79.7,42.6,92.2,A,,17
STU3605,Ira Reddy,3,60.7,26.7,48.7,D,female,17
STU3606,Shaurya Reddy,2.6,65.9,32.7,69.7,C,M,22
STU3607,Shaurya Das,8.4,75.1,53.5,97.2,A,M,21
STU3608,Karthik Patel,3.6,87.3,39.2,77.5,B,M,25
STU3609,Karthik Kapoor,9.3,69.1,50.4,83,B,Male,18
STU3610,Anika Kumar,9.7,,46.9,65.9,C,female,24
STU3611,Ayushi Nair,6.1,82.3,32.8,41.2,D,female,21
STU3612,Rohan Reddy,2.3,95.5,37.8,78.8,B,Male,18
STU3613,Shaurya Saxena,4.4,73,39.5,77.9,B,M,22
STU3614,Meera Bansal,8.2,65.3,36.9,46.6,D,female,24
STU3615,Sai Chopra,4.3,79.6,36.9,67.7,C,M,20
STU3616,Manav Kapoor,1.8,89.9,41.1,94.9,A,Male,18
STU3617,Vivaan Agarwal,6,64.4,34.1,52.3,D,M,21
STU3618,Nisha Kumar,8.6,77,45.2,67.7,C,F,18
STU3619,Surya Malhotra,8.2,60.7,42.8,67.7,C,Male,18
STU3620,Vihaan Reddy,2.6,61.3,37.9,88.6,A,M,22
STU3621,Aditya Kapoor,7.1,79.3,49,89.5,A,Male,25
STU3622,Ayushi Patel,3,71.9,38.9,85.6,A,female,20
STU3623,Ayushi Kumar,3,93.8,34,61.9,C,F,22
STU3624,Surya Saxena,8.9,84.1,39.5,44.3,D,Male,23
STU3625,Yash Gupta,3.2,78.2,32.5,61,C,M,22
STU3626,Sara Chopra,3.4,76.3,38.7,80.8,B,female,24
STU3627,Nikhil Sharma,,79.9,34.6,82.2,B,M,20
STU3628,Rohan Verma,8.8,61.6,53.1,97.9,A,M,17
STU3629,Yash Verma,8.1,95.7,45.9,67.2,C,Male,23
STU3630,Karthik Saxena,6.6,99.9,46.6,77.9,B,Male,19
STU3631,Sai Joshi,7.8,67.3,44,72.4,B,M,22
STU3632,Shaurya Iyer,2.4,64.8,26,49,D,Male,18
STU3633,Sneha Joshi,5.1,65.7,37.1,67.7,C,,25
STU3634,Krishna Reddy,4.2,86.4,38.8,72.7,B,Male,17
STU3635,Navya Mehta,1.8,86.5,41.3,97,A,F,22
STU3636,Vihaan Patel,5.4,93.9,38.8,62,C,Male,22
STU3637,Rohan Khanna,9.3,90.1,57.2,98.8,A,M,21
STU3638,Aadhya Jain,1.4,,32.4,72.5,B,female,21
STU3639,Aryan Kumar,3.6,84.5,32,54.5,D,Male,17
STU3640,Meera Jain,2.9,87.5,30,51.5,D,F,21
STU3641,Ishita Jain,3.1,80.5,28.8,48.5,D,F,18
STU3642,Aadhya Gupta,9.2,79,46.5,67.2,C,F,23
STU3643,Ira Gupta,5.2,85.8,31.4,41.3,D,F,19
STU3644,Vihaan Gupta,5.2,82.3,38.6,66.7,C,M,20
STU3645,Saanvi Saxena,7.8,85.8,54,99.3,A,F,19
STU3646,Sneha Das,2.4,84.5,37.3,80.2,B,female,19
STU3647,Aarav Malhotra,5.4,88.8,45.4,85.6,A,Male,-10
STU3648,Ananya Agarwal,4.9,85.7,32.5,47.1,D,F,21
STU3649,Dev Khanna,,80.8,41.4,68.4,C,Male,17
STU3650,Reyansh Bansal,10,87.3,45.9,57.2,C,M,20
STU3651,Vihaan Nair,7.9,78,51.7,93.6,A,Male,24
STU3652,Krishna Reddy,4.6,69.7,31.4,50.9,D,M,23
STU3653,Shaurya Malhotra,8.4,60.1,43.1,67.5,C,M,25
STU3654,Karthik Kumar,2.5,82.4,35.8,75.3,B,Male,21
STU3655,Priya Jain,1.3,83.6,32.2,70.8,B,F,20
STU3656,Saanvi Iyer,2.8,98.9,42.4,89.8,A,female,24
STU3657,Reyansh Kumar,4.1,74.5,31.8,53.9,D,Male,25
STU3658,Anika Sharma,5.6,75.8,37.6,,D,female,23
STU3659,Karthik Nair,6.5,68.1,46.1,87.5,A,Male,23
STU3660,Myra Kumar,9.2,62.8,46.2,71.7,B,female,21
STU3661,Aryan Reddy,5.6,90.9,39.5,64.1,C,Male,20
STU3662,Kavya Reddy,5.5,70,30.5,41.8,D,female,17
STU3663,Ayushi Reddy,1.5,84.4,37,85.2,A,female,-20
STU3664,Manav Mehta,1.3,87.5,,98.3,A,Male,17
STU3665,Yash Patel,6,78.8,43,77.2,B,Male,17
STU3666,Surya Nair,4.9,95.1,46.7,91.4,A,M,21
STU3667,Navya Iyer,8.6,77.8,,71,B,female,25
STU3668,Sai Jain,2.4,71.4,28.1,53.9,D,Male,22
STU3669,Diya Das,1.2,95.8,24.2,40.9,D,F,19
STU3670,Navya Bansal,5,94.5,43.2,79.2,B,F,19
STU3671,Rohan Nair,3.1,66.6,33.7,,D,M,23
STU3672,Saanvi Kapoor,1.4,61,35,86.9,A,F,22
STU3673,Yash Joshi,7.5,63.6,45.9,81.7,B,Male,25
STU3674,Nisha Das,2,71.5,40.9,99.3,A,female,22
STU3675,Aarav Gupta,6.5,98.9,44.1,70.6,B,Male,21
STU3676,Shruti Iyer,3.5,82.3,34.9,65.6,C,F,23
STU3677,Kavya Joshi,2.6,74.9,29.8,57.2,C,F,17
STU3678,Vihaan Chopra,4.4,95.5,,68.6,C,Male,23
STU3679,Surya Kapoor,8.2,78.1,51.9,92.4,A,M,19
STU3680,Karthik Joshi,4.5,72.6,29,42.5,D,Male,25
STU3681,Vihaan Saxena,7.8,97.6,55,,D,M,22
STU3682,Nisha Patel,2.1,94,43.5,99.6,A,F,25
STU3683,Ira Bansal,8,93.7,48.1,75.9,B,female,21
STU3684,Aadhya Saxena,3.1,80.5,32.2,59.9,C,female,23
STU3685,Rahul Joshi,7.1,91.6,39.4,53.4,D,Male,20
STU3686,Karthik Jain,6.1,67.2,35.9,56.6,C,M,23
STU3687,Pooja Chopra,9.4,82.9,40,43,D,F,-23
STU3688,Ananya Joshi,4.5,99.4,39.5,68.5,C,female,23
STU3689,Aryan Reddy,1.6,71.6,23.4,43.4,D,Male,24
STU3690,Rahul Gupta,1.2,91.8,36.5,83.1,B,Male,21
STU3691,Myra Verma,8.4,79.6,43.4,62.3,C,F,18
STU3692,Tanvi Joshi,5.7,61.6,33.2,52,D,F,21
STU3693,Manav Saxena,8,90.5,46.9,72.7,B,Male,22
STU3694,Vihaan Kapoor,3.1,66.7,42.4,98.4,A,Male,18
STU3695,Rahul Kumar,4.1,85.3,41.2,81.7,B,Male,22
STU3696,Aarav Kumar,1.3,63.4,29.8,69.5,C,M,22
STU3697,Priya Das,9.7,97.9,55.2,86.6,A,F,17
STU3698,Manav Kapoor,7,,46.4,84.2,B,Male,17
STU3699,Sneha Chopra,9.4,69.1,53.8,93.5,A,F,19
STU3700,Harsh Patel,3.4,65.2,29,52.3,D,Male,19
STU3701,Harsh Patel,,97.8,50.2,91.5,A,Male,20
STU3702,Manav Mehta,7.1,88.5,40.5,58.1,C,Male,18
STU3703,Anika Patel,3.9,89.7,45.7,96.5,A,F,25
STU3704,Nikhil Bansal,8.6,80,42.3,56.9,C,Male,-1
STU3705,Dev Nair,9.5,79,55.6,95.6,A,Male,-14
STU3706,Navya Verma,9,64.4,53.8,97.8,A,F,22
STU3707,Rohan Kapoor,7.7,82.4,38.2,48.7,D,Male,-9
STU3708,Pooja Bansal,3.5,69.9,,98.5,A,female,22
STU3709,Shruti Kapoor,3.5,99.1,30.4,45.1,D,female,24
STU3710,Yash Chopra,9.7,91.9,44.5,53.1,D,Male,24
STU3711,Vivaan Jain,1.1,76.5,29.9,66.7,C,M,25
STU3712,Anika Mehta,7.4,66.1,51.3,99.6,A,F,17
STU3713,Nikhil Singh,7.4,91.4,44.7,69.3,C,Male,17
STU3714,Navya Khanna,6.6,64.9,41.6,73,B,F,19
STU3715,Nikhil Chopra,9.9,67.6,51.1,81.7,B,M,19
STU3716,Reyansh Joshi,3.8,68.5,43.9,,D,M,24
STU3717,Pooja Patel,4.1,82.3,42.5,87,A,F,17
STU3718,Aarav Khanna,1.7,91.5,28.6,53.4,D,M,18
STU3719,Vivaan Bansal,5,72.6,34.7,58.2,C,,18
STU3720,Ishita Kapoor,3.3,63.4,26.7,45.9,D,F,19
STU3721,Vivaan Agarwal,4.1,78.6,39.7,78.7,B,M,22
STU3722,Priya Bansal,8.5,89.9,41.2,50.8,D,female,17
STU3723,Yash Kumar,9.4,68.9,42.3,55.4,C,Male,18
STU3724,Diya Jain,2.7,68.8,40.3,93.3,A,female,-16
STU3725,Sneha Patel,4.4,97.9,36.5,59.6,C,female,21
STU3726,Nikhil Verma,9.4,98.2,50.8,74,B,Male,23
STU3727,Tanvi Agarwal,1.6,99.6,32.3,63.9,C,female,24
STU3728,Rohan Nair,1.8,92.3,26.2,44.4,D,Male,17
STU3729,Arjun Bansal,2.5,67.5,30.3,61.8,C,Male,23
STU3730,Anika Singh,6.4,68.5,39,64.5,C,F,21
STU3731,Rahul Agarwal,2.4,73.6,40.3,93.7,A,Male,17
STU3732,Nikhil Gupta,9.7,72.7,44.5,59.5,C,Male,19
STU3733,Rahul Chopra,5,98.3,38.7,62.8,C,M,23
STU3734,Krishna Singh,5.5,91.6,46.3,87,A,M,17
STU3735,Pooja Nair,3.2,89,40.9,85.5,A,female,23
STU3736,Arjun Bansal,5.2,67.4,43.5,87.9,A,Male,21
STU3737,Vihaan Nair,7,96.4,52.8,97.2,A,Male,17
STU3738,Ayushi Agarwal,7.8,93.1,51.2,87.7,A,F,17
STU3739,Sai Agarwal,7.8,66.5,41.6,64.5,C,Male,17
STU3740,Ira Chopra,6.2,94.8,48.7,89.3,A,F,25
STU3741,Karthik Das,9.1,70.9,46.4,70.5,B,Male,19
STU3742,Shaurya Iyer,8.4,63.2,40.1,,D,M,21
STU3743,Rohan Agarwal,7.8,86.3,41.7,58.2,C,M,25
STU3744,Harsh Kapoor,1.5,86.2,27.6,53.4,D,M,22
STU3745,Myra Patel,1.1,63.8,23.2,48.7,D,female,25
STU3746,Aarav Bansal,2.9,72.8,28.4,51.1,D,Male,24
STU3747,Vihaan Reddy,7,99.7,37.1,43.8,D,M,24
STU3748,Shruti Verma,4.7,87.1,46.1,93.3,A,F,17
STU3749,Rahul Saxena,4.6,89.2,46.9,95.9,A,M,25
STU3750,Dev Reddy,9,68.5,47.4,75.2,B,Male,22
STU3751,Aditya Chopra,9.1,63.2,51.6,90.4,A,M,25
STU3752,Vivaan Agarwal,9.2,71.1,40.8,51,D,Male,19
STU3753,Yash Chopra,3.8,70,42.8,94.1,A,Male,19
STU3754,Harsh Joshi,7.2,69.4,42.5,70.4,B,M,22
