Student_ID,Student_Name,Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Gender,Age,Study_Efficiency,Sleep_Hours,Internet_Usage_Hours
STU1792,Dev Verma,7.6,60.2,35.4,47.3,,M,,0.6,6.1,5.9
STU1793,Arjun Gupta,,99.7,37.9,55.9,C,M,22,0.53,8.3,
STU1794,Saanvi Iyer,7.1,67.3,48.0,90.2,,,23,0.93,5.5,1.5
STU1795,Yash Mehta,1.4,78.8,38.9,94.2,A,Male,-6,0.91,6.1,2.0
STU1796,Reyansh Jain,1.8,94.9,34.8,72.3,B,M,-19,0.69,6.7,7.0
STU1797,Diya Nair,,69.0,34.3,41.9,D,female,unknown,0.99,4.9,6.5
STU1798,Aditya Mehta,1.6,,39.8,95.6,A,M,24,0.69,,4.1
STU1799,Shruti Das,1.6,65.3,34.4,82.1,B,female,19,,7.3,3.4
STU1800,Karthik Sharma,1.1,75.8,29.2,64.8,C,M,20,0.87,7.1,5.9
STU1801,Ishaan Das,62.86151249,67.1,48.7,75.9,B,Male,22,0.9,7.4,1.9
STU1802,Ayushi Agarwal,7.6,74.5,42.4,,C,F,unknown,0.96,4.3,4.1
STU1803,Diya Gupta,4.2,,36.3,67.9,,,unknown,0.68,8.4,5.6
STU1804,Ayushi Iyer,3.7,99.7,45.3,93.2,A,female,unknown,0.58,7.9,5.3
STU1805,Nisha Kumar,4.1,99.8,33.1,49.7,D,,21,,5.8,2.8
STU1806,Anika Mehta,8.0,64.6,36.3,46.2,D,F,17,,7.4,1.1
STU1807,Saanvi Verma,7.0,89.0,35.0,40.2,,female,20,0.67,7.9,5.9
STU1808,Ananya Nair,2.7,62.1,29.2,,D,F,19,0.86,9.0,3.9
STU1809,Nikhil Iyer,2.6,61.2,26.0,839.0804161,D,M,25,0.89,8.3,2.2
STU1810,Vihaan Agarwal,,64.2,26.2,,D,M,,,7.1,
STU1811,Reyansh Mehta,59.61471743,,,40.7,D,M,17,0.8,9.8,4.1
STU1812,Reyansh Bansal,7.9,97.6,476.6958459,53.6,D,Male,22,0.92,6.7,2.7
STU1813,Yash Khanna,3.4,67.8,31.6,60.0,C,M,25,0.99,,3.7
STU1814,Saanvi Sharma,1.2,66.5,21.6,41.9,D,F,,,,6.1
STU1815,Pooja Jain,1.7,,33.3,76.5,B,F,20,,7.6,7.1
STU1816,Harsh Singh,9.7,80.6,49.7,74.1,B,M,unknown,0.5,5.7,4.3
STU1817,Rohan Patel,3.7,82.8,29.4,45.8,D,Male,18,0.62,6.1,1.3
STU1818,Dev Agarwal,7.9,68.9,427.1007487,75.7,B,M,21,0.58,,2.7
STU1819,Aryan Jain,,90.3,52.2,99.9,A,Male,,,,
STU1820,Aryan Iyer,4.4,,45.1,96.7,,Male,24,0.99,,3.3
STU1821,Rahul Verma,2.9,96.9,27.6,40.2,D,M,22,0.64,5.2,4.4
STU1822,Harsh Nair,57.04671251,86.3,39.1,87.7,A,Male,24,0.68,9.5,7.6
STU1823,Myra Verma,6.5,77.5,39.1,61.2,,,18,0.93,7.4,7.9
STU1824,Reyansh Reddy,8.0,91.6,38.3,43.8,D,M,19,0.55,8.4,4.2
STU1825,Saanvi Kapoor,6.8,92.7,40.2,57.8,C,F,22,0.87,8.6,3.8
STU1826,Surya Das,5.8,71.6,464.0104897,59.3,C,Male,19,,,2.6
STU1827,Priya Jain,1.4,73.6,31.6,71.4,B,female,22,0.84,,1.8
STU1828,Ishaan Verma,9.7,97.4,53.0,79.7,B,M,22,0.8,,
STU1829,Ananya Malhotra,8.2,66.6,486.0733805,84.9,B,female,unknown,0.89,4.2,49.69482195
STU1830,Nisha Patel,,61.7,,54.8,D,female,23,0.58,7.0,1.4
STU1831,Ananya Singh,9.8,78.2,,59.3,C,female,18,,5.9,7.0
STU1832,Aadhya Singh,6.4,92.0,39.6,58.5,C,female,22,0.9,,2.5
STU1833,Ritika Bansal,6.2,90.9,40.0,61.8,C,F,17,0.98,8.7,7.0
STU1834,Krishna Chopra,7.7,96.8,429.3931876,,A,M,unknown,0.92,7.2,2.2
STU1835,Saanvi Khanna,8.3,81.3,50.7,86.7,A,F,18,,6.0,2.3
STU1836,Vihaan Jain,6.9,64.0,49.7,,A,Male,,0.59,7.1,
STU1837,Dev Saxena,2.2,83.5,37.2,81.6,B,M,20,0.54,8.7,7.1
STU1838,Aditya Reddy,56.30957389,91.1,36.4,64.4,C,M,24,0.64,4.8,
STU1839,Nisha Bansal,9.4,63.7,,63.4,C,F,22,0.51,8.1,3.9
STU1840,Rahul Iyer,3.0,66.9,33.5,69.3,C,Male,20,0.53,9.2,6.0
STU1841,Tanvi Agarwal,4.3,60.5,34.2,65.0,C,female,,0.61,9.6,1.2
STU1842,Dev Reddy,,,,,A,Male,25,0.59,9.4,4.3
STU1843,Nisha Chopra,5.0,95.5,39.9,67.9,C,F,23,0.79,,
STU1844,Sara Reddy,6.5,86.8,39.0,57.7,C,F,25,0.87,4.9,7.7
STU1845,Ayushi Kumar,9.5,99.3,,86.5,,F,23,0.64,8.2,3.0
STU1846,Saanvi Khanna,3.2,62.5,40.0,91.3,A,female,17,0.62,,7.6
STU1847,Vivaan Malhotra,,,33.4,65.2,C,M,24,0.86,5.4,5.8
STU1848,Ishaan Kapoor,2.8,92.6,38.9,80.1,B,Male,,0.8,7.8,4.4
STU1849,Aarav Kapoor,9.0,72.6,38.3,,D,Male,19,0.7,,1.3
STU1850,Saanvi Verma,6.8,98.9,45.0,71.8,B,female,23,0.94,5.1,5.8
STU1851,Ananya Singh,3.6,71.5,27.2,42.7,D,F,19,0.92,,6.1
STU1852,Karthik Saxena,8.3,95.6,38.7,41.8,D,Male,-7,,7.3,3.8
STU1853,Surya Jain,8.8,,50.2,76.8,B,M,-5,0.76,8.4,4.3
STU1854,Aryan Das,8.6,90.3,43.7,58.2,C,,21,0.52,4.7,5.8
STU1855,Anika Kapoor,9.3,,52.2,84.6,B,F,20,0.79,8.8,2.6
STU1856,Shaurya Malhotra,,64.8,41.2,93.8,A,Male,24,8.899265178,4.6,4.3
STU1857,Ira Saxena,61.84468441,81.3,38.2,,,F,24,0.62,7.2,7.1
STU1858,Krishna Khanna,5.1,74.3,432.1353948,,D,,17,0.69,6.4,4.1
STU1859,Shruti Iyer,8.6,,47.6,70.9,B,female,25,0.65,,4.4
STU1860,Sneha Joshi,,90.3,38.2,46.7,D,F,,0.75,5.6,7.3
STU1861,Aadhya Iyer,8.0,96.4,49.4,79.1,B,F,20,0.64,,3.5
STU1862,Harsh Kumar,6.9,60.6,42.8,76.6,B,,22,0.95,7.1,7.1
STU1863,Ayushi Gupta,,92.4,35.7,70.9,B,,-18,0.77,6.6,
STU1864,Sneha Malhotra,5.9,97.5,50.2,95.6,A,F,18,0.51,7.1,1.6
STU1865,Anika Singh,9.9,91.6,50.3,71.3,B,,-24,0.88,7.7,47.44126203
STU1866,Rohan Patel,9.4,65.2,55.1,,A,M,23,,7.9,3.7
STU1867,Saanvi Bansal,1.4,63.3,30.3,,B,female,17,0.96,4.2,2.1
STU1868,Arjun Gupta,2.5,60.8,25.2,47.0,D,Male,21,0.95,7.7,3.0
STU1869,Ayushi Mehta,2.2,85.1,33.4,,C,,22,,7.5,4.9
STU1870,Myra Jain,7.5,85.2,38.8,50.9,D,F,unknown,0.95,9.8,6.0
STU1871,Harsh Bansal,,99.5,49.5,75.8,B,Male,18,0.9,4.4,
STU1872,Rohan Patel,2.9,75.9,37.9,81.6,B,M,20,0.59,7.6,1.6
STU1873,Vivaan Malhotra,5.6,,39.0,68.1,C,M,17,,9.2,6.0
STU1874,Harsh Malhotra,,85.0,39.5,45.9,D,,23,0.96,8.4,
STU1875,Dev Verma,7.6,93.0,44.9,,C,Male,18,0.62,,
STU1876,Aadhya Kumar,5.9,97.5,35.0,44.9,,female,18,0.62,,6.3
STU1877,Aditya Chopra,,92.1,46.1,,B,,25,0.66,8.1,1.8
STU1878,Tanvi Verma,5.6,77.1,45.1,87.4,A,,21,0.78,6.5,7.5
STU1879,Sneha Iyer,,85.4,,97.7,A,F,18,0.54,6.6,5.5
STU1880,Harsh Agarwal,6.1,845.2245218,36.3,,D,,25,0.97,,6.1
STU1881,Sara Kumar,7.2,,,71.9,,F,25,0.79,5.2,7.1
STU1882,Ishaan Das,58.48189305,68.7,46.9,74.1,B,M,-3,0.7,5.1,50.20773331
STU1883,Shruti Kumar,,66.8,48.7,95.3,,female,,0.73,5.5,5.7
STU1884,Ira Joshi,7.9,60.0,45.1,77.6,,female,20,,8.9,
STU1885,Vivaan Das,2.4,88.7,28.3,48.7,D,M,unknown,0.99,5.4,
STU1886,Pooja Joshi,5.2,64.4,36.7,66.2,C,F,,0.56,7.4,5.0
STU1887,Kavya Joshi,1.1,69.8,33.0,79.3,B,,18,0.73,9.4,7.3
STU1888,Vihaan Gupta,3.2,872.7705641,38.2,82.0,B,M,-13,,8.6,
STU1889,Aarav Verma,7.5,,50.8,91.8,A,M,22,0.52,8.7,2.7
STU1890,Aryan Joshi,9.9,,42.6,50.8,,,19,0.73,5.0,3.3
STU1891,Shaurya Reddy,1.9,87.0,,97.1,A,Male,22,0.93,9.3,2.7
STU1892,Saanvi Jain,4.6,62.2,28.5,43.5,D,,-24,0.93,6.3,
STU1893,Dev Patel,8.2,65.0,52.6,99.0,A,M,21,0.94,7.4,7.5
STU1894,Navya Saxena,,80.0,41.0,91.5,,F,20,0.94,5.3,1.8
STU1895,Ritika Chopra,6.0,73.5,43.2,,B,female,17,0.67,5.6,1.7
STU1896,Manav Gupta,7.6,71.8,47.6,84.1,B,Male,22,0.98,,
STU1897,Dev Saxena,6.5,62.7,,745.895782,D,M,18,0.63,4.5,6.7
STU1898,Surya Kapoor,,95.8,27.7,42.5,,M,19,0.66,9.0,51.58453784
STU1899,Rahul Sharma,4.2,87.7,31.0,46.1,D,,24,0.52,,
STU1900,Myra Kapoor,8.1,64.9,36.2,45.2,D,female,-18,,,5.4
STU1901,Yash Patel,6.0,62.6,40.1,72.8,B,Male,19,0.91,5.2,
STU1902,Aadhya Kumar,1.0,99.0,27.8,52.9,D,F,,0.82,,4.9
STU1903,Meera Verma,7.8,87.2,,91.6,A,F,20,0.67,6.0,7.2
STU1904,Ira Patel,1.3,76.7,424.3948174,66.7,,F,25,0.94,7.5,5.3
STU1905,Myra Kumar,7.7,88.1,48.7,,B,F,21,0.52,79.12969514,6.4
STU1906,Sara Chopra,2.8,90.3,38.4,79.2,B,F,19,0.5,,7.6
STU1907,Navya Khanna,9.6,91.2,46.1,59.2,C,F,18,0.52,9.3,6.8
STU1908,Ishita Agarwal,4.3,,32.9,54.6,D,F,181.6581949,0.55,4.5,4.7
STU1909,Krishna Malhotra,3.9,77.2,33.7,,D,Male,unknown,0.64,6.0,1.7
STU1910,Reyansh Agarwal,2.3,60.4,37.0,87.8,A,Male,unknown,0.8,6.2,2.2
STU1911,Ira Chopra,3.8,,39.9,75.2,B,female,,0.51,5.9,3.2
STU1912,Sai Reddy,8.9,84.1,,55.2,C,M,,0.53,5.9,7.8
STU1913,Nikhil Kumar,10.0,68.1,53.5,,A,Male,,0.55,,5.3
STU1914,Arjun Sharma,4.3,96.8,,,D,M,-8,0.91,5.1,5.5
STU1915,Pooja Chopra,5.0,96.6,44.3,,B,female,,0.99,8.3,7.5
STU1916,Dev Singh,7.5,99.6,44.8,66.3,,Male,,0.79,8.2,3.2
STU1917,Shruti Saxena,9.0,,52.7,83.9,,female,17,0.62,,7.9
STU1918,Vivaan Agarwal,6.3,99.9,51.3,95.6,A,Male,20,0.94,4.9,7.2
STU1919,Vihaan Agarwal,,69.8,41.5,85.0,A,Male,,0.64,8.6,3.9
STU1920,Aarav Agarwal,4.7,93.7,38.7,66.5,C,,,,86.29659091,6.8
STU1921,Manav Das,7.3,92.9,38.6,49.1,D,M,-13,0.77,5.2,
STU1922,Tanvi Mehta,1.0,69.2,35.4,,D,,unknown,0.6,4.7,4.2
STU1923,Ayushi Bansal,6.6,,39.9,,C,F,19,,9.7,2.1
STU1924,Rohan Chopra,4.2,99.2,31.7,44.5,,Male,25,0.85,7.0,1.8
STU1925,Shaurya Joshi,8.1,71.8,48.3,83.1,B,Male,22,0.71,6.8,1.0
STU1926,Ira Chopra,,94.8,30.3,57.5,C,female,unknown,0.66,8.9,5.3
STU1927,Rahul Mehta,6.3,60.2,31.5,42.9,D,M,21,0.63,7.4,1.8
STU1928,Ananya Reddy,5.3,60.8,44.9,94.2,A,female,,0.64,9.6,3.9
STU1929,Vivaan Jain,6.8,78.6,,,C,Male,unknown,0.75,6.3,4.1
STU1930,Ananya Khanna,1.6,,27.2,56.9,C,F,21,0.69,8.7,7.6
STU1931,Kavya Saxena,6.2,87.6,,83.0,B,female,18,,6.8,3.1
STU1932,Meera Malhotra,6.1,82.6,48.4,93.2,A,F,20,0.67,7.8,4.7
STU1933,Aditya Reddy,,63.1,30.3,40.0,D,M,25,0.78,9.6,4.0
STU1934,Aditya Agarwal,6.4,66.5,460.52716,81.3,B,M,20,0.81,10.0,7.3
STU1935,Meera Jain,7.1,75.5,47.6,86.0,A,F,20,0.51,9.3,1.5
STU1936,Sai Sharma,8.2,67.4,466.013028,,D,M,18,0.58,,3.5
STU1937,Navya Bansal,3.4,,36.8,69.4,C,F,22,,7.7,3.2
STU1938,Tanvi Saxena,8.4,76.6,38.1,45.4,,F,18,0.97,8.0,3.0
STU1939,Sneha Gupta,,63.7,42.8,84.8,B,F,23,0.93,9.4,2.0
STU1940,Karthik Bansal,1.7,79.4,38.6,90.8,A,M,19,0.74,,3.8
STU1941,Ananya Kapoor,1.5,63.6,,46.5,,F,19,0.71,7.5,
STU1942,Vivaan Agarwal,4.0,65.2,41.2,,A,M,-4,0.94,5.7,7.9
STU1943,Ayushi Nair,8.1,69.6,,86.3,,F,19,0.64,8.3,5.3
STU1944,Sara Nair,7.4,94.4,42.5,,C,,18,0.77,9.8,6.7
STU1945,Harsh Agarwal,8.1,97.0,50.3,81.4,B,M,25,0.59,5.9,7.7
STU1946,Nisha Verma,5.7,93.1,32.7,40.0,D,F,18,0.83,7.5,2.7
STU1947,Anika Reddy,5.0,73.4,46.1,,A,F,18,0.79,9.6,7.9
STU1948,Manav Jain,2.3,70.9,,73.0,B,M,24,,7.2,
STU1949,Manav Gupta,,82.0,39.4,77.2,B,Male,25,0.86,7.6,
STU1950,Sara Kumar,4.9,88.9,,79.9,,female,,0.83,9.1,7.9
STU1951,Arjun Jain,1.8,99.7,,73.7,,M,19,0.87,8.7,2.1
STU1952,Nisha Verma,3.0,65.3,40.0,91.4,A,F,25,0.7,5.2,7.4
STU1953,Ira Mehta,6.4,62.0,42.0,76.6,B,female,19,0.66,8.9,6.8
STU1954,Myra Reddy,,87.8,52.3,94.5,A,female,21,0.93,4.9,6.3
STU1955,Pooja Agarwal,10.0,93.3,51.8,74.9,B,F,25,0.64,8.9,2.7
STU1956,Kavya Joshi,9.4,93.9,43.3,50.3,D,,,0.91,8.8,5.4
STU1957,Manav Malhotra,6.8,87.1,50.8,94.8,A,Male,,0.72,8.7,3.4
STU1958,Pooja Nair,,98.2,,,B,,17,0.81,4.3,4.9
STU1959,Priya Nair,6.7,80.4,46.0,82.0,B,female,20,,,1.5
STU1960,Priya Singh,8.1,96.6,55.6,99.1,,F,20,0.82,9.2,4.2
STU1961,Ananya Saxena,,98.7,27.4,44.5,D,female,23,0.75,9.3,5.4
STU1962,Krishna Reddy,,93.9,38.5,65.7,C,M,24,0.86,4.6,2.4
STU1963,Manav Das,8.6,,40.7,54.3,D,M,17,0.96,,5.1
STU1964,Aadhya Mehta,,67.8,39.1,77.8,B,female,-21,0.82,7.5,6.7
STU1965,Aryan Reddy,6.1,81.9,46.9,88.4,A,M,23,0.67,,4.7
STU1966,Rahul Singh,6.3,78.1,49.8,98.0,A,Male,-23,0.7,7.7,6.2
STU1967,Meera Verma,2.7,95.1,35.1,67.3,C,female,20,,9.5,
STU1968,Saanvi Bansal,4.3,64.0,41.2,833.634819,A,female,20,0.67,6.3,5.5
STU1969,Tanvi Nair,,70.3,43.5,95.0,A,F,,8.676927399,6.3,7.1
STU1970,Aarav Kumar,1.2,90.1,35.7,81.0,B,Male,,0.97,5.5,3.1
STU1971,Tanvi Chopra,1.2,63.8,25.2,54.6,D,,18,0.88,4.8,5.1
STU1972,Krishna Jain,8.5,72.8,491.8930949,76.5,B,Male,21,0.78,9.0,1.0
STU1973,Vihaan Bansal,3.5,75.5,44.0,98.2,A,Male,,0.82,4.6,
STU1974,Dev Jain,5.7,84.9,49.7,,A,Male,19,0.81,78.04408273,2.3
STU1975,Sneha Kapoor,3.7,66.3,37.6,78.5,B,female,,0.97,6.7,1.3
STU1976,Vihaan Malhotra,9.5,94.4,56.4,93.2,A,M,22,0.74,7.4,3.8
STU1977,Rahul Jain,3.3,77.9,30.0,52.0,D,M,23,0.65,6.5,5.0
STU1978,Ananya Chopra,4.9,96.7,35.9,54.8,,F,,0.68,4.6,3.7
STU1979,Myra Jain,,78.7,54.8,97.2,A,F,22,0.65,,4.9
STU1980,Karthik Kapoor,8.6,71.0,,48.1,D,M,21,0.94,,6.2
STU1981,Ishaan Reddy,2.7,65.7,27.4,51.5,D,M,23,0.52,9.1,3.5
STU1982,Ishaan Patel,55.25568759,60.1,42.0,65.2,C,Male,18,0.84,,4.3
STU1983,Ira Das,5.1,81.3,,75.4,B,F,21,0.95,5.4,7.5
STU1984,Ayushi Reddy,5.3,64.3,487.1299046,76.2,B,F,22,,5.1,5.8
STU1985,Shruti Saxena,2.2,75.7,,57.5,C,,22,0.9,6.1,5.6
STU1986,Ira Patel,1.7,83.6,40.3,95.2,A,F,21,0.74,7.7,6.8
STU1987,Nikhil Jain,,71.0,50.8,94.9,A,,unknown,0.61,5.8,1.4
STU1988,Yash Das,,67.0,36.8,63.5,C,M,24,0.7,6.3,6.7
STU1989,Aadhya Jain,4.9,91.0,,66.1,,female,,0.91,6.7,3.6
STU1990,Anika Khanna,7.6,97.9,49.6,702.4679285,B,female,21,0.64,80.65553094,
STU1991,Dev Sharma,7.9,64.0,,79.8,B,M,17,0.81,9.1,
STU1992,Karthik Chopra,63.19754242,66.2,30.3,62.9,C,Male,21,,4.5,6.1
STU1993,Sai Malhotra,6.5,98.4,,64.9,C,M,18,0.83,8.7,3.5
STU1994,Arjun Mehta,2.2,,28.8,60.9,C,Male,21,0.63,5.1,1.9
STU1995,Ishita Malhotra,7.8,99.1,,,D,,21,0.87,7.2,4.7
STU1996,Saanvi Singh,6.9,60.2,40.1,67.5,C,female,unknown,0.87,9.3,4.9
STU1997,Vihaan Das,,,,81.2,B,Male,21,0.85,9.3,5.9
STU1998,Ayushi Khanna,1.6,72.3,35.8,84.5,B,F,-11,0.59,6.7,7.8
STU1999,Shaurya Agarwal,1.5,97.5,,86.7,A,M,17,0.94,5.1,
STU2000,Ananya Kapoor,,72.7,,62.5,,female,-12,0.84,6.8,1.4
STU2001,Sai Mehta,3.4,,,,A,,17,0.53,81.86667709,5.8
STU2002,Meera Agarwal,3.2,63.2,24.8,40.4,D,F,21,0.58,7.3,2.4
STU2003,Sara Chopra,,,442.4975512,,C,F,20,,8.6,7.1
STU2004,Krishna Khanna,3.2,90.9,41.8,87.6,A,M,23,,5.1,4.7
STU2005,Tanvi Sharma,3.4,81.1,38.2,77.8,B,F,21,0.67,5.3,
STU2006,Tanvi Kapoor,7.8,97.1,,68.4,C,F,20,0.62,5.9,6.5
STU2007,Rohan Kumar,,77.2,41.3,78.7,B,Male,18,0.51,8.7,4.6
STU2008,Vivaan Chopra,8.0,94.8,53.8,94.4,A,M,20,0.53,6.0,1.1
STU2009,Nikhil Sharma,1.6,,33.2,74.0,,,18,0.55,6.4,4.4
STU2010,Shruti Kumar,5.4,99.2,47.1,88.0,,female,24,,7.3,4.8
STU2011,Reyansh Nair,1.3,98.4,42.1,98.8,A,Male,19,0.96,9.4,7.5
STU2012,Reyansh Verma,1.6,73.2,,82.3,B,Male,25,0.83,4.5,
STU2013,Nisha Gupta,9.2,95.4,50.3,74.4,B,F,20,0.9,9.4,5.3
STU2014,Myra Bansal,2.3,93.9,26.6,42.2,D,female,22,0.86,9.2,1.1
STU2015,Pooja Nair,,68.4,37.2,,C,,21,0.92,5.7,5.3
STU2016,Sai Iyer,4.7,85.0,,73.9,B,Male,,0.72,4.6,
STU2017,Shruti Kapoor,4.1,,,87.8,,female,25,0.73,7.4,7.8
STU2018,Aarav Verma,,93.5,47.4,66.3,C,Male,17,0.56,5.6,2.4
STU2019,Sneha Patel,,67.0,38.4,97.6,,female,unknown,0.89,,3.0
STU2020,Arjun Das,,62.8,37.2,,,Male,25,0.54,5.2,6.2
STU2021,Nikhil Verma,65.26919317,,52.4,,B,,-1,0.54,4.6,2.9
STU2022,Navya Patel,6.0,83.1,,65.1,C,F,17,0.74,9.6,7.5
STU2023,Shruti Kumar,9.4,,49.0,69.2,C,F,18,,6.0,7.6
STU2024,Navya Bansal,1.5,99.0,39.4,88.2,A,female,17,0.71,,5.0
STU2025,Myra Verma,4.8,,34.7,57.8,,,18,0.6,5.6,3.1
STU2026,Ishaan Agarwal,3.3,62.4,26.6,45.8,D,M,-9,,4.1,5.3
STU2027,Arjun Verma,7.6,,45.6,71.2,B,M,21,0.81,4.5,1.2
STU2028,Ira Chopra,9.8,82.6,49.4,71.7,,female,23,0.75,79.8834911,6.7
STU2029,Yash Das,3.3,77.9,40.7,87.8,A,Male,18,0.55,9.7,4.1
STU2030,Ayushi Chopra,6.9,72.4,50.5,98.1,A,,-1,,,3.4
STU2031,Aadhya Khanna,2.8,,,765.3402611,D,female,22,0.69,4.2,
STU2032,Vihaan Kapoor,6.1,73.5,42.2,75.5,B,M,,0.56,7.9,6.0
STU2033,Karthik Bansal,5.2,90.3,43.7,,,Male,17,0.69,9.7,5.8
STU2034,Myra Malhotra,9.7,81.8,57.3,,D,F,17,0.58,8.6,3.1
STU2035,Yash Nair,6.5,,51.5,96.6,A,Male,23,0.69,9.3,7.0
STU2036,Rahul Khanna,4.1,81.7,41.2,82.7,B,Male,,0.55,8.4,2.7
STU2037,Kavya Gupta,2.0,69.5,32.3,71.3,B,F,,0.65,4.9,4.8
STU2038,Tanvi Agarwal,2.4,94.0,29.1,49.7,,F,,0.51,5.6,5.3
STU2039,Rohan Agarwal,3.0,,33.2,63.1,C,M,unknown,0.98,6.6,
STU2040,Rahul Kumar,3.3,,36.0,75.1,B,,23,0.71,9.9,
STU2041,Reyansh Gupta,8.7,84.9,50.9,83.5,B,Male,-6,0.56,6.8,7.7
STU2042,Aarav Kumar,6.1,74.3,43.1,78.1,B,Male,24,,9.7,1.5
STU2043,Aryan Saxena,5.7,,45.6,,,M,24,0.7,,7.4
STU2044,Sai Patel,2.0,78.1,31.5,65.7,C,M,25,0.8,6.2,4.6
STU2045,Sai Reddy,8.7,878.4706803,51.4,83.7,B,Male,23,,7.8,2.0
STU2046,Ayushi Chopra,,63.8,,48.6,D,female,-5,8.908439702,4.2,2.3
STU2047,Tanvi Jain,1.6,75.8,25.7,49.8,,female,19,0.77,8.6,5.6
STU2048,Ira Mehta,,99.3,39.7,49.8,D,female,24,,6.3,2.9
STU2049,Myra Sharma,5.9,,49.1,93.5,A,F,19,0.56,9.2,1.1
STU2050,Karthik Chopra,1.7,66.4,23.4,44.6,,M,-1,0.55,8.4,6.0
STU2051,Sneha Chopra,5.1,,43.7,88.1,A,female,17,0.64,5.9,
STU2052,Navya Malhotra,,73.2,,,D,female,21,0.91,7.6,5.8
STU2053,Arjun Gupta,2.5,86.0,34.0,68.1,C,M,20,0.56,6.6,5.8
STU2054,Meera Malhotra,9.5,,56.5,95.0,A,F,,0.87,9.7,5.6
STU2055,Pooja Reddy,59.10386115,90.0,,75.2,B,female,,0.67,5.9,7.2
STU2056,Kavya Verma,7.0,80.4,37.8,52.6,D,F,20,0.76,5.6,7.6
STU2057,Myra Nair,5.2,92.4,36.7,57.0,C,F,,0.76,9.5,2.5
STU2058,Dev Reddy,4.7,,45.7,95.2,A,Male,19,0.78,8.8,1.0
STU2059,Aryan Khanna,6.9,65.0,40.0,65.6,C,,23,0.58,6.4,5.4
STU2060,Krishna Nair,,82.6,42.6,75.2,B,,19,0.89,6.3,7.4
STU2061,Priya Gupta,1.6,98.1,33.3,67.6,C,female,unknown,0.91,4.6,7.4
STU2062,Aryan Bansal,,91.7,39.2,62.7,C,Male,21,0.89,5.4,4.7
STU2063,Aditya Gupta,8.3,83.1,40.9,53.4,,M,21,0.71,6.8,1.4
STU2064,Ayushi Mehta,5.1,,43.2,,B,F,,,8.5,6.8
STU2065,Meera Nair,1.5,97.2,37.6,83.1,B,F,194.9974272,,6.8,4.9
STU2066,Ananya Iyer,8.1,77.1,40.9,56.5,C,female,22,0.66,8.4,3.9
STU2067,Reyansh Jain,2.8,73.3,39.1,87.3,A,M,17,0.9,6.1,2.9
STU2068,Myra Nair,3.3,,43.9,91.3,A,F,-16,0.98,9.2,6.5
STU2069,Meera Iyer,2.5,94.5,43.0,95.2,A,,24,0.73,4.3,2.6
STU2070,Arjun Saxena,4.0,72.9,30.2,49.7,D,M,25,0.66,,7.0
STU2071,Reyansh Bansal,7.8,78.6,40.9,,C,M,25,,7.7,1.4
STU2072,Ishaan Joshi,5.7,76.6,46.5,,,Male,,0.66,6.4,1.0
STU2073,Saanvi Mehta,2.8,66.0,,51.9,D,,18,0.92,,6.1
STU2074,Vihaan Mehta,8.9,,39.7,,,M,19,,7.4,7.1
STU2075,Aryan Joshi,8.9,,53.1,92.2,A,,17,0.86,9.1,3.8
STU2076,Sneha Malhotra,8.8,95.0,,,C,F,-19,0.92,6.5,
STU2077,Aryan Iyer,3.1,,32.4,,C,M,-12,0.88,6.4,7.7
STU2078,Navya Reddy,5.1,81.9,38.4,736.4238826,C,F,25,0.54,6.8,4.6
STU2079,Shaurya Nair,9.9,61.0,453.1133265,822.0900134,A,Male,25,0.69,5.1,5.5
STU2080,Rahul Nair,7.9,90.6,43.0,60.3,C,,25,0.99,10.0,7.2
STU2081,Kavya Kapoor,1.2,83.2,,93.5,,female,23,0.84,4.6,2.3
STU2082,Harsh Sharma,1.6,85.0,34.8,77.0,,,,0.76,,5.7
STU2083,Vihaan Agarwal,5.2,62.1,,,B,Male,21,0.71,8.7,2.4
STU2084,Ishita Sharma,9.2,68.4,43.1,59.5,C,female,20,0.58,,
STU2085,Vivaan Malhotra,5.8,,,54.6,D,Male,24,,9.5,7.4
STU2086,Arjun Patel,5.5,71.6,41.4,77.4,B,M,18,0.75,4.8,2.3
STU2087,Yash Das,1.9,85.1,32.4,,C,Male,22,0.99,70.70240751,
STU2088,Vivaan Jain,6.9,82.6,50.4,94.6,A,,,0.79,7.4,5.9
STU2089,Navya Singh,8.4,,46.1,69.5,C,female,18,,,5.5
STU2090,Pooja Patel,4.4,82.0,38.2,70.7,,female,17,0.69,4.0,2.0
STU2091,Pooja Patel,8.0,70.9,42.6,65.0,C,female,,0.52,7.8,5.2
STU2092,Nisha Verma,,829.0413501,,,A,female,18,0.54,5.7,6.8
STU2093,Anika Gupta,2.8,65.5,31.8,65.5,C,F,-17,0.6,,
STU2094,Krishna Gupta,5.7,94.0,,728.4595862,C,,25,0.86,,1.4
STU2095,Vivaan Joshi,3.6,84.7,43.2,91.7,A,Male,unknown,0.92,7.9,1.1
STU2096,Vihaan Iyer,8.1,,45.7,,B,,24,0.91,7.4,3.9
STU2097,Aditya Malhotra,,67.1,41.8,,B,M,25,0.54,9.1,1.7
STU2098,Myra Gupta,6.7,94.9,,76.6,,female,18,0.88,5.1,1.9
STU2099,Aadhya Verma,8.2,89.7,,83.1,B,female,-12,0.59,,
STU2100,Ayushi Patel,4.6,86.4,,58.8,C,F,20,0.59,8.0,
